id,date,desc,details
9577,2016/04/28,I had breakfast. I ate oatmeal.,I had breakfast. I ate oatmeal.
9578,2016/04/28,I had dinner. I ate sushi.,I had dinner. I ate sushi.
9579,2016/04/29,"On 2016/04/29, I took Maya on a date to a boba shop","On 2016/04/29, I took Maya on a date to a boba shop"
9580,2016/04/29,I did hiking on 2016/04/29.,I did hiking on 2016/04/29.
9581,2016/04/29,I had lunch. I ate sandwich.,I had lunch. I ate sandwich.
9582,2016/04/29,"I talked to Eva, Nora, Nevaeh, Claire for 23 minutes in the late afternoon.","I talked to Eva, Nora, Nevaeh, Claire for 23 minutes in the late afternoon."
9583,2016/04/30,I did biking on 2016/04/30.,I did biking on 2016/04/30.
9584,2016/04/30,I had lunch. I ate chinese food.,I had lunch. I ate chinese food.
9585,2016/04/30,"I talked to Layla, Piper, Rylee for 17 minutes in the late afternoon.","I talked to Layla, Piper, Rylee for 17 minutes in the late afternoon."
9586,2016/04/30,I spent 14 minutes reading news today.,I spent 14 minutes reading news today.
9587,2016/04/30,I watched a movie for 28 minutes on TV today.,I watched a movie for 28 minutes on TV today.
9588,2016/05/01,"I was baking easy peanut butter fudge, giant cinnamon roll on 2016/05/01 with Andrew, Kayden, Carter at my place","I was baking easy peanut butter fudge, giant cinnamon roll on 2016/05/01 with Andrew, Kayden, Carter at my place"
9589,2016/05/01,"I had breakfast with Nora, Piper, Lydia, Nevaeh. I ate oatmeal.","I had breakfast with Nora, Piper, Lydia, Nevaeh. I ate oatmeal."
9590,2016/05/01,"I had chinese food for lunch with Eva, Hazel, Piper, Claire, Avery, Piper, Nevaeh, Lydia","I had chinese food for lunch with Eva, Hazel, Piper, Claire, Avery, Piper, Nevaeh, Lydia"
9591,2016/05/01,I ate indian food for dinner.,I ate indian food for dinner.
9592,2016/05/01,I spent 24 talking to Nora on various topics during lunch hours.,I spent 24 talking to Nora on various topics during lunch hours.
9593,2016/05/01,"I spent 47 talking to Piper, Eva on various topics in the early afternoon.","I spent 47 talking to Piper, Eva on various topics in the early afternoon."
9594,2016/05/01,I spent 22 minutes reading news today.,I spent 22 minutes reading news today.
9595,2016/05/02,I really enjoyed gardening on 2016/05/02,I really enjoyed gardening on 2016/05/02
9596,2016/05/02,I did hiking on 2016/05/02.,I did hiking on 2016/05/02.
9597,2016/05/02,I had dinner with Carter. I ate chinese food.,I had dinner with Carter. I ate chinese food.
9598,2016/05/02,I spent 24 minutes watching a documentary on TV today.,I spent 24 minutes watching a documentary on TV today.
9599,2016/05/03,I prepare a burger for lunch.,I prepare a burger for lunch.
9600,2016/05/03,I had dinner. I ate fish and chips.,I had dinner. I ate fish and chips.
9601,2016/05/03,I spent 24 talking to Piper on various topics in the early afternoon.,I spent 24 talking to Piper on various topics in the early afternoon.
9602,2016/05/03,I watched a tv series for 9 minutes on TV today.,I watched a tv series for 9 minutes on TV today.
9603,2016/05/04,"I spent 25 talking to Avery, Eva, Rylee on various topics in the early evening.","I spent 25 talking to Avery, Eva, Rylee on various topics in the early evening."
9604,2016/05/04,I spent 38 minutes on news today.,I spent 38 minutes on news today.
9605,2016/05/05,I prepare sandwich for lunch.,I prepare sandwich for lunch.
9606,2016/05/05,I prepare tacos for dinner.,I prepare tacos for dinner.
9607,2016/05/05,I spent 33 minutes on social media today.,I spent 33 minutes on social media today.
9608,2016/05/05,I spent 24 minutes watching a tv series on TV today.,I spent 24 minutes watching a tv series on TV today.
9609,2016/05/06,I went for an annual physical checkup on 2016/05/06 at the university hospital.,I went for an annual physical checkup on 2016/05/06 at the university hospital.
9610,2016/05/06,"I spent time working out on 2016/05/06 with Andrew, Emily.","I spent time working out on 2016/05/06 with Andrew, Emily."
9611,2016/05/06,I did HIIT on 2016/05/06.,I did HIIT on 2016/05/06.
9612,2016/05/06,I had breakfast. I ate peanut-butter-jam.,I had breakfast. I ate peanut-butter-jam.
9613,2016/05/06,"I had dinner with Avery, Layla, Rylee, Kinsley, Piper, Piper, Nevaeh, Nora, Lydia. I ate sandwich.","I had dinner with Avery, Layla, Rylee, Kinsley, Piper, Piper, Nevaeh, Nora, Lydia. I ate sandwich."
9614,2016/05/06,"I talked to Piper, Lydia, Piper, Nevaeh for 22 minutes in the early afternoon.","I talked to Piper, Lydia, Piper, Nevaeh for 22 minutes in the early afternoon."
9615,2016/05/06,I spent 23 talking to Olivia on various topics in the early evening.,I spent 23 talking to Olivia on various topics in the early evening.
9616,2016/05/06,I spent 12 minutes reading social media today.,I spent 12 minutes reading social media today.
9617,2016/05/06,I watched a movie for 43 minutes on TV today.,I watched a movie for 43 minutes on TV today.
9618,2016/05/07,I did weight lifting on 2016/05/07.,I did weight lifting on 2016/05/07.
9619,2016/05/07,I ate cereals for breakfast.,I ate cereals for breakfast.
9620,2016/05/08,I did swimming on 2016/05/08.,I did swimming on 2016/05/08.
9621,2016/05/08,I prepare fish and chips for lunch.,I prepare fish and chips for lunch.
9622,2016/05/08,I ate pasta for dinner.,I ate pasta for dinner.
9623,2016/05/08,"I spent 40 talking to Eva, Olivia on various topics in the morning.","I spent 40 talking to Eva, Olivia on various topics in the morning."
9624,2016/05/08,I spent 14 minutes on a book today.,I spent 14 minutes on a book today.
9625,2016/05/09,I did biking on 2016/05/09.,I did biking on 2016/05/09.
9626,2016/05/09,I spent 22 minutes watching news on TV today.,I spent 22 minutes watching news on TV today.
9627,2016/05/10,I did swimming on 2016/05/10.,I did swimming on 2016/05/10.
9628,2016/05/10,I spent 15 minutes reading news today.,I spent 15 minutes reading news today.
9629,2016/05/11,I did running on 2016/05/11.,I did running on 2016/05/11.
9630,2016/05/11,"I had indian food for lunch with Hazel, Kinsley, Olivia, Nora, Lydia, Nevaeh","I had indian food for lunch with Hazel, Kinsley, Olivia, Nora, Lydia, Nevaeh"
9631,2016/05/11,I had dinner. I ate fish and chips.,I had dinner. I ate fish and chips.
9632,2016/05/11,"I spent 46 talking to Hazel, Avery on various topics in the early evening.","I spent 46 talking to Hazel, Avery on various topics in the early evening."
9633,2016/05/11,I spent 47 minutes on social media today.,I spent 47 minutes on social media today.
9634,2016/05/12,I did swimming on 2016/05/12.,I did swimming on 2016/05/12.
9635,2016/05/12,I had breakfast. I ate pancakes.,I had breakfast. I ate pancakes.
9636,2016/05/12,"I had steak for lunch with Andrew, Carter, Emily, Kayden","I had steak for lunch with Andrew, Carter, Emily, Kayden"
9637,2016/05/12,I ate pasta for dinner.,I ate pasta for dinner.
9638,2016/05/12,"I talked to Rylee, Nevaeh, Avery for 5 minutes in the late afternoon.","I talked to Rylee, Nevaeh, Avery for 5 minutes in the late afternoon."
9639,2016/05/12,I spent 19 minutes on social media today.,I spent 19 minutes on social media today.
9640,2016/05/13,I did weight lifting on 2016/05/13.,I did weight lifting on 2016/05/13.
9641,2016/05/13,"I talked to Avery, Nora, Rylee, Claire for 10 minutes late in the evening.","I talked to Avery, Nora, Rylee, Claire for 10 minutes late in the evening."
9642,2016/05/13,"I spent 5 talking to Nora, Rylee on various topics in the morning.","I spent 5 talking to Nora, Rylee on various topics in the morning."
9643,2016/05/13,I spent 19 minutes on news today.,I spent 19 minutes on news today.
9644,2016/05/14,I did biking on 2016/05/14.,I did biking on 2016/05/14.
9645,2016/05/14,I had breakfast. I ate oatmeal.,I had breakfast. I ate oatmeal.
9646,2016/05/14,I had dinner. I ate chinese food.,I had dinner. I ate chinese food.
9647,2016/05/14,I talked to Olivia for 24 minutes during lunch hours.,I talked to Olivia for 24 minutes during lunch hours.
9648,2016/05/14,I watched a movie for 23 minutes on TV today.,I watched a movie for 23 minutes on TV today.
9649,2016/05/15,I did running on 2016/05/15.,I did running on 2016/05/15.
9650,2016/05/15,I had lunch. I ate fish and chips.,I had lunch. I ate fish and chips.
9651,2016/05/15,"I spent 19 talking to Piper, Rylee, Nevaeh on various topics in the morning.","I spent 19 talking to Piper, Rylee, Nevaeh on various topics in the morning."
9652,2016/05/16,I really enjoyed baking fig tarte tatin on 2016/05/16 with Avery at my place,I really enjoyed baking fig tarte tatin on 2016/05/16 with Avery at my place
9653,2016/05/16,"I ate eggs, sausages, and bread for breakfast.","I ate eggs, sausages, and bread for breakfast."
9654,2016/05/16,I ate sushi for dinner.,I ate sushi for dinner.
9655,2016/05/16,I watched a tv series for 40 minutes on TV today.,I watched a tv series for 40 minutes on TV today.
9656,2016/05/17,I ate peanut-butter-jam for breakfast.,I ate peanut-butter-jam for breakfast.
9657,2016/05/17,I ate indian food for dinner.,I ate indian food for dinner.
9658,2016/05/17,"I spent 55 talking to Nora, Piper, Avery on various topics late in the evening.","I spent 55 talking to Nora, Piper, Avery on various topics late in the evening."
9659,2016/05/17,"I spent 54 talking to Avery, Hazel, Nora on various topics in the morning.","I spent 54 talking to Avery, Hazel, Nora on various topics in the morning."
9660,2016/05/17,I spent 30 minutes on a book today.,I spent 30 minutes on a book today.
9661,2016/05/18,I prepare pancakes for breakfast.,I prepare pancakes for breakfast.
9662,2016/05/18,"I had a burger for lunch with Benjamin, Willow, Avery, Jackson","I had a burger for lunch with Benjamin, Willow, Avery, Jackson"
9663,2016/05/18,"I spent 13 talking to Kinsley, Piper, Nevaeh, Eva on various topics in the early afternoon.","I spent 13 talking to Kinsley, Piper, Nevaeh, Eva on various topics in the early afternoon."
9664,2016/05/18,I spent 33 minutes on social media today.,I spent 33 minutes on social media today.
9665,2016/05/18,I spent 8 minutes watching a tv series on TV today.,I spent 8 minutes watching a tv series on TV today.
9666,2016/05/19,"I went grocery shopping with Avery, Willow, Benjamin, Jackson. I bought some cherres, guava, bananas, apple juice, mineral water, and toothpaste, paper towel, toilet paper, toothbrush","I went grocery shopping with Avery, Willow, Benjamin, Jackson. I bought some cherres, guava, bananas, apple juice, mineral water, and toothpaste, paper towel, toilet paper, toothbrush"
9667,2016/05/19,I spent 46 minutes reading a book today.,I spent 46 minutes reading a book today.
9668,2016/05/19,I watched a movie for 18 minutes on TV today.,I watched a movie for 18 minutes on TV today.
9669,2016/05/20,I went on a date with Xavier on 2016/05/20 at a boba shop,I went on a date with Xavier on 2016/05/20 at a boba shop
9670,2016/05/21,"I spent time working out on 2016/05/21 with Kayden, Andrew, Emily.","I spent time working out on 2016/05/21 with Kayden, Andrew, Emily."
9671,2016/05/21,I did running on 2016/05/21.,I did running on 2016/05/21.
9672,2016/05/21,"I had eggs, sausages, and bread for breakfast with Emily","I had eggs, sausages, and bread for breakfast with Emily"
9673,2016/05/21,"I had lunch with Avery, Benjamin, Willow, Jackson. I ate steak.","I had lunch with Avery, Benjamin, Willow, Jackson. I ate steak."
9674,2016/05/21,"I had pasta for dinner with Emily, Andrew, Carter","I had pasta for dinner with Emily, Andrew, Carter"
9675,2016/05/21,"I spent 32 talking to Rylee, Nora, Olivia, Hazel on various topics during lunch hours.","I spent 32 talking to Rylee, Nora, Olivia, Hazel on various topics during lunch hours."
9676,2016/05/21,I spent 51 minutes watching a movie on TV today.,I spent 51 minutes watching a movie on TV today.
9677,2016/05/22,"I had breakfast. I ate eggs, sausages, and bread.","I had breakfast. I ate eggs, sausages, and bread."
9678,2016/05/22,"I spent 37 talking to Hazel, Piper, Nevaeh, Olivia on various topics in the early afternoon.","I spent 37 talking to Hazel, Piper, Nevaeh, Olivia on various topics in the early afternoon."
9679,2016/05/23,I spent 13 minutes reading social media today.,I spent 13 minutes reading social media today.
9680,2016/05/23,I watched a movie for 51 minutes on TV today.,I watched a movie for 51 minutes on TV today.
9681,2016/05/24,"I prepare eggs, sausages, and bread for breakfast.","I prepare eggs, sausages, and bread for breakfast."
9682,2016/05/24,I ate steak for dinner.,I ate steak for dinner.
9683,2016/05/24,I spent 29 talking to Lydia on various topics in the early afternoon.,I spent 29 talking to Lydia on various topics in the early afternoon.
9684,2016/05/24,"I spent 53 talking to Avery, Eva on various topics in the late afternoon.","I spent 53 talking to Avery, Eva on various topics in the late afternoon."
9685,2016/05/24,I spent 13 minutes on a book today.,I spent 13 minutes on a book today.
9686,2016/05/25,I ate fish and chips for dinner.,I ate fish and chips for dinner.
9687,2016/05/26,"On 2016/05/26, I took Jordan on a date to a coffee Shop","On 2016/05/26, I took Jordan on a date to a coffee Shop"
9688,2016/05/26,"I went grocery shopping. I bought some blackberries, guava, blueberries, mandarins, milk, and body lotion","I went grocery shopping. I bought some blackberries, guava, blueberries, mandarins, milk, and body lotion"
9689,2016/05/26,I had lunch. I ate chinese food.,I had lunch. I ate chinese food.
9690,2016/05/26,I spent 18 talking to Rylee on various topics late in the evening.,I spent 18 talking to Rylee on various topics late in the evening.
9691,2016/05/26,I spent 42 minutes on a book today.,I spent 42 minutes on a book today.
9692,2016/05/26,I spent 21 minutes watching news on TV today.,I spent 21 minutes watching news on TV today.
9693,2016/05/27,"I bought some nectarines, pears, guava, mineral water, chocolate milk, conditioner, toilet paper, facial wash, shaving cream from the grocery store. I saw Willow, Benjamin at the grocery store.","I bought some nectarines, pears, guava, mineral water, chocolate milk, conditioner, toilet paper, facial wash, shaving cream from the grocery store. I saw Willow, Benjamin at the grocery store."
9694,2016/05/27,"I had eggs, sausages, and bread for breakfast with Eva, Kinsley, Avery, Nevaeh, Claire, Lydia, Piper, Olivia, Rylee, Nora, Piper, Layla, Hazel","I had eggs, sausages, and bread for breakfast with Eva, Kinsley, Avery, Nevaeh, Claire, Lydia, Piper, Olivia, Rylee, Nora, Piper, Layla, Hazel"
9695,2016/05/27,I watched a tv series for 12 minutes on TV today.,I watched a tv series for 12 minutes on TV today.
9696,2016/05/28,I did running on 2016/05/28.,I did running on 2016/05/28.
9697,2016/05/28,"I had lunch with Claire, Olivia. I ate fish and chips.","I had lunch with Claire, Olivia. I ate fish and chips."
9698,2016/05/28,"I had indian food for dinner with Emily, Carter, Kayden","I had indian food for dinner with Emily, Carter, Kayden"
9699,2016/05/28,I spent 35 minutes watching news on TV today.,I spent 35 minutes watching news on TV today.
9700,2016/05/29,"I had breakfast. I ate eggs, sausages, and bread.","I had breakfast. I ate eggs, sausages, and bread."
9701,2016/05/29,"I spent 6 talking to Eva, Lydia on various topics during lunch hours.","I spent 6 talking to Eva, Lydia on various topics during lunch hours."
